GEO_NAME,CHARACTERISTIC_ID,CHARACTERISTIC_NAME,Total Population,Total Population of Men,Total Population of Women
Edmonton,167,"    $90,000 to $99,999",44640,26455,18180
Edmonton,168,"    $100,000 and over",150670,104915,45760
Edmonton,169,"      $100,000 to $149,999",100760,66290,34470
Edmonton,170,"      $150,000 and over",49915,38630,11290
Edmonton,175,"    $10,000 to $19,999",103485,42090,61395
Edmonton,176,"    $20,000 to $29,999",181820,78655,103165
Edmonton,177,"    $30,000 to $39,999",151520,65620,85895
Edmonton,178,"    $40,000 to $49,999",132475,61420,71050
Edmonton,179,"    $50,000 to $59,999",111110,55670,55445
Edmonton,180,"    $60,000 to $69,999",85230,47445,37785
Edmonton,181,"    $70,000 to $79,999",63605,37360,26245
Edmonton,182,"    $80,000 to $89,999",48490,29000,19485
Edmonton,183,"    $90,000 to $99,999",32095,20800,11295
Edmonton,184,"    $100,000 and over",80515,59785,20725
Edmonton,185,"      $100,000 to $124,999",40115,28580,11540
Edmonton,186,"      $125,000 and over",40395,31210,9185
Edmonton,191,"    $5,000 to $9,999",60780,25900,34885
Edmonton,192,"    $10,000 to $19,999",88650,38180,50470
Edmonton,193,"    $20,000 to $29,999",69340,30785,38555
Edmonton,194,"    $30,000 to $39,999",66510,30265,36250
Edmonton,195,"    $40,000 to $49,999",65030,31295,33730
Edmonton,196,"    $50,000 to $59,999",64235,31095,33135
Edmonton,197,"    $60,000 to $69,999",58175,29770,28405
Edmonton,198,"    $70,000 to $79,999",48705,28165,20540
Edmonton,199,"    $80,000 to $89,999",39985,24000,15985
Edmonton,200,"    $90,000 to $99,999",36955,21895,15060
Edmonton,201,"    $100,000 and over",118555,85550,33010
Edmonton,202,"      $100,000 to $124,999",56030,36440,19590
Edmonton,203,"      $125,000 and over",62525,49105,13420
Edmonton,262,"  $5,000 to $9,999",2755,,
Edmonton,263,"  $10,000 to $14,999",4145,,
Edmonton,264,"  $15,000 to $19,999",5775,,
Edmonton,265,"  $20,000 to $24,999",15995,,
Edmonton,266,"  $25,000 to $29,999",17370,,
Edmonton,267,"  $30,000 to $34,999",13590,,
Edmonton,268,"  $35,000 to $39,999",15580,,
Edmonton,269,"  $40,000 to $44,999",17135,,
Edmonton,270,"  $45,000 to $49,999",16700,,
Edmonton,271,"  $50,000 to $59,999",35045,,
Edmonton,272,"  $60,000 to $69,999",35965,,
Edmonton,273,"  $70,000 to $79,999",35280,,
Edmonton,274,"  $80,000 to $89,999",33625,,
Edmonton,275,"  $90,000 to $99,999",31740,,
Edmonton,276,"  $100,000 and over",262405,,
Edmonton,277,"    $100,000 to $124,999",70345,,
Edmonton,278,"    $125,000 to $149,999",54100,,
Edmonton,279,"    $150,000 to $199,999",70215,,
Edmonton,280,"    $200,000 and over",67755,,
Edmonton,283,"  $5,000 to $9,999",2845,,
Edmonton,284,"  $10,000 to $14,999",4275,,
Edmonton,285,"  $15,000 to $19,999",6150,,
Edmonton,286,"  $20,000 to $24,999",17140,,
Edmonton,287,"  $25,000 to $29,999",19395,,
Edmonton,288,"  $30,000 to $34,999",16000,,
Edmonton,289,"  $35,000 to $39,999",18530,,
Edmonton,290,"  $40,000 to $44,999",20290,,
Edmonton,291,"  $45,000 to $49,999",20640,,
Edmonton,292,"  $50,000 to $59,999",42705,,
Edmonton,293,"  $60,000 to $69,999",43320,,
Edmonton,294,"  $70,000 to $79,999",41625,,
Edmonton,295,"  $80,000 to $89,999",39735,,
Edmonton,296,"  $90,000 to $99,999",36345,,
Edmonton,297,"  $100,000 and over",213535,,
Edmonton,298,"    $100,000 to $124,999",73590,,
Edmonton,299,"    $125,000 to $149,999",51825,,
Edmonton,300,"    $150,000 and over",88120,,
Edmonton,336,  0 to 17 years,311365,159760,151605
Edmonton,338,  18 to 64 years,894770,446665,448110
Edmonton,339,  65 years and over,191615,89895,101720
Edmonton,341,  0 to 17 years,34805,17675,17135
Edmonton,343,  18 to 64 years,70110,33755,36355
Edmonton,344,  65 years and over,18185,7075,11110
Edmonton,351,  0 to 17 years,309980,159040,150935
Edmonton,353,  18 to 64 years,892530,445515,447015
Edmonton,354,  65 years and over,191350,89770,101575
Edmonton,356,  0 to 17 years,16575,8340,8235
Edmonton,358,  18 to 64 years,49570,25625,23940
Edmonton,359,  65 years and over,4795,2120,2675
Edmonton,1457,  15 to 24 years,18595,,
Edmonton,1458,  25 to 34 years,93105,,
Edmonton,1459,  35 to 44 years,116580,,
Edmonton,1460,  45 to 54 years,99955,,
Edmonton,1461,  55 to 64 years,101295,,
Edmonton,1462,  65 to 74 years,72130,,
Edmonton,1463,  75 to 84 years,34490,,
Edmonton,1464,  85 years and over,12475,,
Edmonton,1540,  5 to 14 years,62080,32010,30070
Edmonton,1541,  15 to 24 years,68670,31730,36935
Edmonton,1542,  25 to 44 years,168010,80130,87875
Lloydminster,9,  0 to 14 years,8150,4230,3920
Lloydminster,12,    10 to 14 years,2815,1445,1370
Lloydminster,13,  15 to 64 years,24155,12145,12015
Lloydminster,14,    15 to 19 years,2485,1245,1240
Lloydminster,15,    20 to 24 years,2155,1120,1040
Lloydminster,16,    25 to 29 years,2280,1170,1115
Lloydminster,17,    30 to 34 years,2850,1360,1490
Lloydminster,18,    35 to 39 years,3120,1565,1555
Lloydminster,19,    40 to 44 years,2870,1455,1415
Lloydminster,20,    45 to 49 years,2375,1185,1190
Lloydminster,21,    50 to 54 years,2050,1035,1015
Lloydminster,22,    55 to 59 years,2085,1035,1050
Lloydminster,23,    60 to 64 years,1880,970,905
Lloydminster,24,  65 years and over,4205,1925,2280
Lloydminster,25,    65 to 69 years,1485,700,790
Lloydminster,26,    70 to 74 years,1055,515,535
Lloydminster,27,    75 to 79 years,675,310,360
Lloydminster,28,    80 to 84 years,465,200,265
Lloydminster,29,    85 years and over,520,190,330
Lloydminster,30,      85 to 89 years,320,130,185
Lloydminster,31,      90 to 94 years,140,50,100
Lloydminster,32,      95 to 99 years,55,15,40
Lloydminster,35,  0 to 14 years,22.3,23.1,21.5
Lloydminster,36,  15 to 64 years,66.2,66.4,66
Lloydminster,37,  65 years and over,11.5,10.5,12.5
Lloydminster,38,    85 years and over,1.4,1,1.8
Lloydminster,159,"    $10,000 to $19,999",2340,910,1430
Lloydminster,160,"    $20,000 to $29,999",3445,1365,2080
Lloydminster,161,"    $30,000 to $39,999",3325,1305,2025
Lloydminster,162,"    $40,000 to $49,999",3070,1305,1770
Lloydminster,163,"    $50,000 to $59,999",2580,1190,1390
Lloydminster,164,"    $60,000 to $69,999",2040,1065,975
Lloydminster,165,"    $70,000 to $79,999",1675,950,725
Lloydminster,166,"    $80,000 to $89,999",1250,820,435
Lloydminster,167,"    $90,000 to $99,999",1075,680,395
Lloydminster,168,"    $100,000 and over",3500,2750,745
Lloydminster,169,"      $100,000 to $149,999",2210,1650,560
Lloydminster,170,"      $150,000 and over",1290,1095,190
Lloydminster,175,"    $10,000 to $19,999",2470,965,1510
Lloydminster,176,"    $20,000 to $29,999",4020,1590,2425
Lloydminster,177,"    $30,000 to $39,999",4015,1705,2310
Lloydminster,178,"    $40,000 to $49,999",3610,1615,2000
Lloydminster,179,"    $50,000 to $59,999",2825,1445,1385
Lloydminster,180,"    $60,000 to $69,999",2130,1250,880
Lloydminster,181,"    $70,000 to $79,999",1625,1010,610
Lloydminster,182,"    $80,000 to $89,999",990,680,310
Lloydminster,183,"    $90,000 to $99,999",660,475,180
Lloydminster,184,"    $100,000 and over",1890,1570,320
Lloydminster,185,"      $100,000 to $124,999",875,715,165
Lloydminster,186,"      $125,000 and over",1015,860,150
Lloydminster,191,"    $5,000 to $9,999",1555,635,915
Lloydminster,192,"    $10,000 to $19,999",2405,975,1435
Lloydminster,193,"    $20,000 to $29,999",2035,850,1190
Lloydminster,194,"    $30,000 to $39,999",2120,935,1185
Lloydminster,195,"    $40,000 to $49,999",1850,830,1025
Lloydminster,196,"    $50,000 to $59,999",1690,845,850
Lloydminster,197,"    $60,000 to $69,999",1445,825,620
Lloydminster,198,"    $70,000 to $79,999",1155,730,420
Lloydminster,199,"    $80,000 to $89,999",1025,625,400
Lloydminster,200,"    $90,000 to $99,999",830,555,275
Lloydminster,201,"    $100,000 and over",2695,2220,480
Lloydminster,202,"      $100,000 to $124,999",1175,890,285
Lloydminster,203,"      $125,000 and over",1520,1325,190
Lloydminster,262,"  $5,000 to $9,999",60,,
Lloydminster,263,"  $10,000 to $14,999",115,,
Lloydminster,264,"  $15,000 to $19,999",155,,
Lloydminster,265,"  $20,000 to $24,999",425,,
Lloydminster,266,"  $25,000 to $29,999",440,,
Lloydminster,267,"  $30,000 to $34,999",350,,
Lloydminster,268,"  $35,000 to $39,999",450,,
Lloydminster,269,"  $40,000 to $44,999",440,,
Lloydminster,270,"  $45,000 to $49,999",475,,
Lloydminster,271,"  $50,000 to $59,999",930,,
Lloydminster,272,"  $60,000 to $69,999",930,,
Lloydminster,273,"  $70,000 to $79,999",870,,
Lloydminster,274,"  $80,000 to $89,999",795,,
Lloydminster,275,"  $90,000 to $99,999",810,,
Lloydminster,276,"  $100,000 and over",6515,,
Lloydminster,277,"    $100,000 to $124,999",1785,,
Lloydminster,278,"    $125,000 to $149,999",1490,,
Lloydminster,279,"    $150,000 to $199,999",1745,,
Lloydminster,280,"    $200,000 and over",1490,,
Lloydminster,283,"  $5,000 to $9,999",65,,
Lloydminster,284,"  $10,000 to $14,999",115,,
Lloydminster,285,"  $15,000 to $19,999",165,,
Lloydminster,286,"  $20,000 to $24,999",465,,
Lloydminster,287,"  $25,000 to $29,999",490,,
Lloydminster,288,"  $30,000 to $34,999",440,,
Lloydminster,289,"  $35,000 to $39,999",520,,
Lloydminster,290,"  $40,000 to $44,999",565,,
Lloydminster,291,"  $45,000 to $49,999",565,,
Lloydminster,292,"  $50,000 to $59,999",1100,,
Lloydminster,293,"  $60,000 to $69,999",1100,,
Lloydminster,294,"  $70,000 to $79,999",1015,,
Lloydminster,295,"  $80,000 to $89,999",970,,
Lloydminster,296,"  $90,000 to $99,999",950,,
Lloydminster,297,"  $100,000 and over",5205,,
Lloydminster,298,"    $100,000 to $124,999",2010,,
Lloydminster,299,"    $125,000 to $149,999",1290,,
Lloydminster,300,"    $150,000 and over",1910,,
Lloydminster,336,  0 to 17 years,9665,4980,4690
Lloydminster,338,  18 to 64 years,22505,11315,11190
Lloydminster,339,  65 years and over,3735,1765,1970
Lloydminster,341,  0 to 17 years,1065,525,535
Lloydminster,343,  18 to 64 years,1770,800,960
Lloydminster,344,  65 years and over,475,170,305
Lloydminster,351,  0 to 17 years,9670,4980,4695
Lloydminster,353,  18 to 64 years,22505,11315,11190
Lloydminster,354,  65 years and over,3735,1765,1975
Lloydminster,356,  0 to 17 years,335,155,175
Lloydminster,358,  18 to 64 years,790,390,400
Lloydminster,359,  65 years and over,65,25,35
Lloydminster,1457,  15 to 24 years,655,,
Lloydminster,1458,  25 to 34 years,2505,,
Lloydminster,1459,  35 to 44 years,3400,,
Lloydminster,1460,  45 to 54 years,2580,,
Lloydminster,1461,  55 to 64 years,2390,,
Lloydminster,1462,  65 to 74 years,1430,,
Lloydminster,1463,  75 to 84 years,725,,
Lloydminster,1464,  85 years and over,200,,
Lloydminster,1540,  5 to 14 years,975,535,445
Lloydminster,1541,  15 to 24 years,655,305,350
Lloydminster,1542,  25 to 44 years,2250,1035,1220
Lloydminster (Saskatchewan part),9,  0 to 14 years,3965,2055,1910
Lloydminster (Saskatchewan part),12,    10 to 14 years,1355,690,660
Lloydminster (Saskatchewan part),13,  15 to 64 years,11335,5715,5615
Lloydminster (Saskatchewan part),14,    15 to 19 years,1135,565,570
Lloydminster (Saskatchewan part),15,    20 to 24 years,1120,565,550
Lloydminster (Saskatchewan part),16,    25 to 29 years,1205,630,575
Lloydminster (Saskatchewan part),17,    30 to 34 years,1415,685,725
Lloydminster (Saskatchewan part),18,    35 to 39 years,1525,770,755
Lloydminster (Saskatchewan part),19,    40 to 44 years,1330,675,650
Lloydminster (Saskatchewan part),20,    45 to 49 years,1065,520,545
Lloydminster (Saskatchewan part),21,    50 to 54 years,865,440,420
Lloydminster (Saskatchewan part),22,    55 to 59 years,875,440,435
Lloydminster (Saskatchewan part),23,    60 to 64 years,800,415,385
Lloydminster (Saskatchewan part),24,  65 years and over,1470,715,750
Lloydminster (Saskatchewan part),25,    65 to 69 years,595,275,315
Lloydminster (Saskatchewan part),26,    70 to 74 years,395,210,190
Lloydminster (Saskatchewan part),27,    75 to 79 years,235,120,115
Lloydminster (Saskatchewan part),28,    80 to 84 years,145,75,75
Lloydminster (Saskatchewan part),29,    85 years and over,95,40,55
Lloydminster (Saskatchewan part),30,      85 to 89 years,70,30,40
Lloydminster (Saskatchewan part),31,      90 to 94 years,20,10,15
Lloydminster (Saskatchewan part),32,      95 to 99 years,10,0,5
Lloydminster (Saskatchewan part),35,  0 to 14 years,23.6,24.2,23.1
Lloydminster (Saskatchewan part),36,  15 to 64 years,67.6,67.3,67.8
Lloydminster (Saskatchewan part),37,  65 years and over,8.8,8.4,9.1
Lloydminster (Saskatchewan part),38,    85 years and over,0.6,0.5,0.7
Lloydminster (Saskatchewan part),159,"    $10,000 to $19,999",1115,430,690
Lloydminster (Saskatchewan part),160,"    $20,000 to $29,999",1545,635,905
Lloydminster (Saskatchewan part),161,"    $30,000 to $39,999",1590,625,960
Lloydminster (Saskatchewan part),162,"    $40,000 to $49,999",1570,675,895
Lloydminster (Saskatchewan part),163,"    $50,000 to $59,999",1315,630,685
Lloydminster (Saskatchewan part),164,"    $60,000 to $69,999",970,550,420
Lloydminster (Saskatchewan part),165,"    $70,000 to $79,999",790,475,315
Lloydminster (Saskatchewan part),166,"    $80,000 to $89,999",565,405,165
Lloydminster (Saskatchewan part),167,"    $90,000 to $99,999",470,315,155
Lloydminster (Saskatchewan part),168,"    $100,000 and over",1165,930,235
Lloydminster (Saskatchewan part),169,"      $100,000 to $149,999",805,620,185
Lloydminster (Saskatchewan part),170,"      $150,000 and over",360,310,50
Lloydminster (Saskatchewan part),175,"    $10,000 to $19,999",1185,460,720
Lloydminster (Saskatchewan part),176,"    $20,000 to $29,999",1800,735,1070
Lloydminster (Saskatchewan part),177,"    $30,000 to $39,999",1985,875,1110
Lloydminster (Saskatchewan part),178,"    $40,000 to $49,999",1885,840,1045
Lloydminster (Saskatchewan part),179,"    $50,000 to $59,999",1370,770,600
Lloydminster (Saskatchewan part),180,"    $60,000 to $69,999",1020,630,390
Lloydminster (Saskatchewan part),181,"    $70,000 to $79,999",680,445,230
Lloydminster (Saskatchewan part),182,"    $80,000 to $89,999",380,270,110
Lloydminster (Saskatchewan part),183,"    $90,000 to $99,999",225,175,50
Lloydminster (Saskatchewan part),184,"    $100,000 and over",550,460,90
Lloydminster (Saskatchewan part),185,"      $100,000 to $124,999",295,230,60
Lloydminster (Saskatchewan part),186,"      $125,000 and over",255,225,35
Lloydminster (Saskatchewan part),191,"    $5,000 to $9,999",710,295,415
Lloydminster (Saskatchewan part),192,"    $10,000 to $19,999",1180,480,705
Lloydminster (Saskatchewan part),193,"    $20,000 to $29,999",1015,435,585
Lloydminster (Saskatchewan part),194,"    $30,000 to $39,999",1130,520,610
Lloydminster (Saskatchewan part),195,"    $40,000 to $49,999",985,435,545
Lloydminster (Saskatchewan part),196,"    $50,000 to $59,999",860,455,405
Lloydminster (Saskatchewan part),197,"    $60,000 to $69,999",705,440,260
Lloydminster (Saskatchewan part),198,"    $70,000 to $79,999",575,385,185
Lloydminster (Saskatchewan part),199,"    $80,000 to $89,999",445,290,155
Lloydminster (Saskatchewan part),200,"    $90,000 to $99,999",370,265,110
Lloydminster (Saskatchewan part),201,"    $100,000 and over",885,740,145
Lloydminster (Saskatchewan part),202,"      $100,000 to $124,999",420,330,85
Lloydminster (Saskatchewan part),203,"      $125,000 and over",470,410,60
Lloydminster (Saskatchewan part),262,"  $5,000 to $9,999",30,,
Lloydminster (Saskatchewan part),263,"  $10,000 to $14,999",60,,
Lloydminster (Saskatchewan part),264,"  $15,000 to $19,999",80,,
Lloydminster (Saskatchewan part),265,"  $20,000 to $24,999",170,,
Lloydminster (Saskatchewan part),266,"  $25,000 to $29,999",170,,
Lloydminster (Saskatchewan part),267,"  $30,000 to $34,999",135,,
Lloydminster (Saskatchewan part),268,"  $35,000 to $39,999",205,,
Lloydminster (Saskatchewan part),269,"  $40,000 to $44,999",205,,
Lloydminster (Saskatchewan part),270,"  $45,000 to $49,999",235,,
Lloydminster (Saskatchewan part),271,"  $50,000 to $59,999",425,,
Lloydminster (Saskatchewan part),272,"  $60,000 to $69,999",445,,
Lloydminster (Saskatchewan part),273,"  $70,000 to $79,999",435,,
Lloydminster (Saskatchewan part),274,"  $80,000 to $89,999",405,,
Lloydminster (Saskatchewan part),275,"  $90,000 to $99,999",410,,
Lloydminster (Saskatchewan part),276,"  $100,000 and over",2775,,
Lloydminster (Saskatchewan part),277,"    $100,000 to $124,999",900,,
Lloydminster (Saskatchewan part),278,"    $125,000 to $149,999",695,,
Lloydminster (Saskatchewan part),279,"    $150,000 to $199,999",725,,
Lloydminster (Saskatchewan part),280,"    $200,000 and over",470,,
Lloydminster (Saskatchewan part),283,"  $5,000 to $9,999",35,,
Lloydminster (Saskatchewan part),284,"  $10,000 to $14,999",55,,
Lloydminster (Saskatchewan part),285,"  $15,000 to $19,999",85,,
Lloydminster (Saskatchewan part),286,"  $20,000 to $24,999",190,,
Lloydminster (Saskatchewan part),287,"  $25,000 to $29,999",180,,
Lloydminster (Saskatchewan part),288,"  $30,000 to $34,999",175,,
Lloydminster (Saskatchewan part),289,"  $35,000 to $39,999",260,,
Lloydminster (Saskatchewan part),290,"  $40,000 to $44,999",270,,
Lloydminster (Saskatchewan part),291,"  $45,000 to $49,999",270,,
Lloydminster (Saskatchewan part),292,"  $50,000 to $59,999",525,,
Lloydminster (Saskatchewan part),293,"  $60,000 to $69,999",540,,
Lloydminster (Saskatchewan part),294,"  $70,000 to $79,999",520,,
Lloydminster (Saskatchewan part),295,"  $80,000 to $89,999",495,,
Lloydminster (Saskatchewan part),296,"  $90,000 to $99,999",480,,
Lloydminster (Saskatchewan part),297,"  $100,000 and over",2110,,
Lloydminster (Saskatchewan part),298,"    $100,000 to $124,999",940,,
Lloydminster (Saskatchewan part),299,"    $125,000 to $149,999",550,,
Lloydminster (Saskatchewan part),300,"    $150,000 and over",620,,
Lloydminster (Saskatchewan part),336,  0 to 17 years,4650,2385,2265
Lloydminster (Saskatchewan part),338,  18 to 64 years,10610,5370,5240
Lloydminster (Saskatchewan part),339,  65 years and over,1420,700,725
Lloydminster (Saskatchewan part),341,  0 to 17 years,580,285,295
Lloydminster (Saskatchewan part),343,  18 to 64 years,865,390,475
Lloydminster (Saskatchewan part),344,  65 years and over,230,100,130
Lloydminster (Saskatchewan part),351,  0 to 17 years,4645,2380,2270
Lloydminster (Saskatchewan part),353,  18 to 64 years,10615,5375,5240
Lloydminster (Saskatchewan part),354,  65 years and over,1425,700,725
Lloydminster (Saskatchewan part),356,  0 to 17 years,175,80,95
Lloydminster (Saskatchewan part),358,  18 to 64 years,380,190,195
Lloydminster (Saskatchewan part),359,  65 years and over,30,15,15
Lloydminster (Saskatchewan part),1457,  15 to 24 years,310,,
Lloydminster (Saskatchewan part),1458,  25 to 34 years,1270,,
Lloydminster (Saskatchewan part),1459,  35 to 44 years,1610,,
Lloydminster (Saskatchewan part),1460,  45 to 54 years,1210,,
Lloydminster (Saskatchewan part),1461,  55 to 64 years,955,,
Lloydminster (Saskatchewan part),1462,  65 to 74 years,585,,
Lloydminster (Saskatchewan part),1463,  75 to 84 years,245,,
Lloydminster (Saskatchewan part),1464,  85 years and over,60,,
Lloydminster (Saskatchewan part),1540,  5 to 14 years,570,305,270
Lloydminster (Saskatchewan part),1541,  15 to 24 years,335,185,145
Lloydminster (Saskatchewan part),1542,  25 to 44 years,1250,560,685
Lloydminster (Alberta part),9,  0 to 14 years,4185,2165,2015
Lloydminster (Alberta part),12,    10 to 14 years,1465,755,710
Lloydminster (Alberta part),13,  15 to 64 years,12820,6430,6400
Lloydminster (Alberta part),14,    15 to 19 years,1345,675,670
Lloydminster (Alberta part),15,    20 to 24 years,1040,550,490
Lloydminster (Alberta part),16,    25 to 29 years,1075,540,535
Lloydminster (Alberta part),17,    30 to 34 years,1435,675,765
Lloydminster (Alberta part),18,    35 to 39 years,1595,795,800
Lloydminster (Alberta part),19,    40 to 44 years,1545,780,760
Lloydminster (Alberta part),20,    45 to 49 years,1310,665,645
Lloydminster (Alberta part),21,    50 to 54 years,1185,595,590
Lloydminster (Alberta part),22,    55 to 59 years,1205,595,610
Lloydminster (Alberta part),23,    60 to 64 years,1085,560,520
Lloydminster (Alberta part),24,  65 years and over,2735,1205,1530
Lloydminster (Alberta part),25,    65 to 69 years,890,420,470
Lloydminster (Alberta part),26,    70 to 74 years,660,315,345
Lloydminster (Alberta part),27,    75 to 79 years,440,195,245
Lloydminster (Alberta part),28,    80 to 84 years,320,130,190
Lloydminster (Alberta part),29,    85 years and over,430,155,275
Lloydminster (Alberta part),30,      85 to 89 years,250,95,150
Lloydminster (Alberta part),31,      90 to 94 years,125,35,85
Lloydminster (Alberta part),32,      95 to 99 years,45,15,30
Lloydminster (Alberta part),35,  0 to 14 years,21.2,22.1,20.3
Lloydminster (Alberta part),36,  15 to 64 years,64.9,65.6,64.4
Lloydminster (Alberta part),37,  65 years and over,13.9,12.3,15.4
Lloydminster (Alberta part),38,    85 years and over,2.2,1.6,2.8
Lloydminster (Alberta part),159,"    $10,000 to $19,999",1225,485,745
Lloydminster (Alberta part),160,"    $20,000 to $29,999",1905,730,1170
Lloydminster (Alberta part),161,"    $30,000 to $39,999",1735,680,1060
Lloydminster (Alberta part),162,"    $40,000 to $49,999",1495,630,870
Lloydminster (Alberta part),163,"    $50,000 to $59,999",1270,565,705
Lloydminster (Alberta part),164,"    $60,000 to $69,999",1070,510,555
Lloydminster (Alberta part),165,"    $70,000 to $79,999",880,475,405
Lloydminster (Alberta part),166,"    $80,000 to $89,999",685,415,275
Lloydminster (Alberta part),167,"    $90,000 to $99,999",605,370,235
Lloydminster (Alberta part),168,"    $100,000 and over",2330,1820,510
Lloydminster (Alberta part),169,"      $100,000 to $149,999",1400,1035,370
Lloydminster (Alberta part),170,"      $150,000 and over",935,790,140
Lloydminster (Alberta part),175,"    $10,000 to $19,999",1290,505,785
Lloydminster (Alberta part),176,"    $20,000 to $29,999",2215,855,1355
Lloydminster (Alberta part),177,"    $30,000 to $39,999",2035,825,1205
Lloydminster (Alberta part),178,"    $40,000 to $49,999",1725,775,950
Lloydminster (Alberta part),179,"    $50,000 to $59,999",1455,670,780
Lloydminster (Alberta part),180,"    $60,000 to $69,999",1110,620,490
Lloydminster (Alberta part),181,"    $70,000 to $79,999",940,565,380
Lloydminster (Alberta part),182,"    $80,000 to $89,999",610,415,200
Lloydminster (Alberta part),183,"    $90,000 to $99,999",435,300,130
Lloydminster (Alberta part),184,"    $100,000 and over",1340,1115,230
Lloydminster (Alberta part),185,"      $100,000 to $124,999",585,480,105
Lloydminster (Alberta part),186,"      $125,000 and over",755,635,120
Lloydminster (Alberta part),191,"    $5,000 to $9,999",845,335,505
Lloydminster (Alberta part),192,"    $10,000 to $19,999",1220,495,725
Lloydminster (Alberta part),193,"    $20,000 to $29,999",1025,420,605
Lloydminster (Alberta part),194,"    $30,000 to $39,999",985,410,570
Lloydminster (Alberta part),195,"    $40,000 to $49,999",865,395,475
Lloydminster (Alberta part),196,"    $50,000 to $59,999",830,385,450
Lloydminster (Alberta part),197,"    $60,000 to $69,999",735,380,360
Lloydminster (Alberta part),198,"    $70,000 to $79,999",585,350,240
Lloydminster (Alberta part),199,"    $80,000 to $89,999",580,335,245
Lloydminster (Alberta part),200,"    $90,000 to $99,999",460,290,165
Lloydminster (Alberta part),201,"    $100,000 and over",1810,1480,335
Lloydminster (Alberta part),202,"      $100,000 to $124,999",760,565,195
Lloydminster (Alberta part),203,"      $125,000 and over",1050,915,135
Lloydminster (Alberta part),262,"  $5,000 to $9,999",30,,
Lloydminster (Alberta part),263,"  $10,000 to $14,999",55,,
Lloydminster (Alberta part),264,"  $15,000 to $19,999",75,,
Lloydminster (Alberta part),265,"  $20,000 to $24,999",260,,
Lloydminster (Alberta part),266,"  $25,000 to $29,999",265,,
Lloydminster (Alberta part),267,"  $30,000 to $34,999",215,,
Lloydminster (Alberta part),268,"  $35,000 to $39,999",245,,
Lloydminster (Alberta part),269,"  $40,000 to $44,999",240,,
Lloydminster (Alberta part),270,"  $45,000 to $49,999",235,,
Lloydminster (Alberta part),271,"  $50,000 to $59,999",500,,
Lloydminster (Alberta part),272,"  $60,000 to $69,999",490,,
Lloydminster (Alberta part),273,"  $70,000 to $79,999",435,,
Lloydminster (Alberta part),274,"  $80,000 to $89,999",395,,
Lloydminster (Alberta part),275,"  $90,000 to $99,999",400,,
Lloydminster (Alberta part),276,"  $100,000 and over",3730,,
Lloydminster (Alberta part),277,"    $100,000 to $124,999",890,,
Lloydminster (Alberta part),278,"    $125,000 to $149,999",795,,
Lloydminster (Alberta part),279,"    $150,000 to $199,999",1025,,
Lloydminster (Alberta part),280,"    $200,000 and over",1025,,
Lloydminster (Alberta part),283,"  $5,000 to $9,999",30,,
Lloydminster (Alberta part),284,"  $10,000 to $14,999",60,,
Lloydminster (Alberta part),285,"  $15,000 to $19,999",80,,
Lloydminster (Alberta part),286,"  $20,000 to $24,999",275,,
Lloydminster (Alberta part),287,"  $25,000 to $29,999",310,,
Lloydminster (Alberta part),288,"  $30,000 to $34,999",270,,
Lloydminster (Alberta part),289,"  $35,000 to $39,999",260,,
Lloydminster (Alberta part),290,"  $40,000 to $44,999",300,,
Lloydminster (Alberta part),291,"  $45,000 to $49,999",295,,
Lloydminster (Alberta part),292,"  $50,000 to $59,999",575,,
Lloydminster (Alberta part),293,"  $60,000 to $69,999",560,,
Lloydminster (Alberta part),294,"  $70,000 to $79,999",500,,
Lloydminster (Alberta part),295,"  $80,000 to $89,999",475,,
Lloydminster (Alberta part),296,"  $90,000 to $99,999",475,,
Lloydminster (Alberta part),297,"  $100,000 and over",3100,,
Lloydminster (Alberta part),298,"    $100,000 to $124,999",1070,,
Lloydminster (Alberta part),299,"    $125,000 to $149,999",740,,
Lloydminster (Alberta part),300,"    $150,000 and over",1290,,
Lloydminster (Alberta part),336,  0 to 17 years,5020,2595,2425
Lloydminster (Alberta part),338,  18 to 64 years,11895,5945,5950
Lloydminster (Alberta part),339,  65 years and over,2310,1065,1250
Lloydminster (Alberta part),341,  0 to 17 years,485,245,240
Lloydminster (Alberta part),343,  18 to 64 years,900,410,490
Lloydminster (Alberta part),344,  65 years and over,240,70,170
Lloydminster (Alberta part),351,  0 to 17 years,5020,2600,2425
Lloydminster (Alberta part),353,  18 to 64 years,11890,5940,5950
Lloydminster (Alberta part),354,  65 years and over,2315,1065,1245
Lloydminster (Alberta part),356,  0 to 17 years,160,75,80
Lloydminster (Alberta part),358,  18 to 64 years,405,205,205
Lloydminster (Alberta part),359,  65 years and over,30,15,20
Lloydminster (Alberta part),1457,  15 to 24 years,345,,
Lloydminster (Alberta part),1458,  25 to 34 years,1235,,
Lloydminster (Alberta part),1459,  35 to 44 years,1790,,
Lloydminster (Alberta part),1460,  45 to 54 years,1375,,
Lloydminster (Alberta part),1461,  55 to 64 years,1435,,
Lloydminster (Alberta part),1462,  65 to 74 years,840,,
Lloydminster (Alberta part),1463,  75 to 84 years,480,,
Lloydminster (Alberta part),1464,  85 years and over,135,,
Lloydminster (Alberta part),1540,  5 to 14 years,405,230,175
Lloydminster (Alberta part),1541,  15 to 24 years,320,115,210
Lloydminster (Alberta part),1542,  25 to 44 years,1005,470,535
